"transaction_code","trxn_subtype_code","trxn_status","trxn_type_flag","collection_bank_code","trxn_table","transaction_mode","transaction_type","transaction_group","sales","aum"
"SIAS","N","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIAS","N","M","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAS","N","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIAS","N","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAS","N","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAS","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIAS","S","M","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAS","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIAS","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAS","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAYCF","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIB1","E","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIB1","N","M","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIB1","N","M","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIB1","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIB1","N","R","NFOSI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIBYCF","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICBF","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICBF","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICO","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICO","E","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICO","E","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICO","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICO","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICO","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICO","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICO","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICO","S","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICPO1","N","M","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICPO1","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICPO1","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICPO1","N","R","NFOSI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICPO2","N","M","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICPO2","N","M","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICPO2","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICPO2","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICPO2","N","R","NFOSI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICYCF","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICYCF","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SICYCF","S","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDA1","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDA4","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDU2A","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDU2A","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDU2A","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDU2A","N","R","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDU2A","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDU2B","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDU2C","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDU3A","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDUA","N","M","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDUA","N","M","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDUA","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDUA","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDUA","N","R","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDUB","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDUB","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDUB","N","R","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDUC","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDUC","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDUC","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIDUC","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEAYCF","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEAYCS","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEMF","N","M","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEMF","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEMF","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEMF","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEMF","N","R","NFOSI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","E","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","N","M",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","N","M",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","N","N",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","N","R",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","S","M",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEO","S","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","S","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","S","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","S","N",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","S","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","S","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEO","S","R",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEO","S","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN","S","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN","S","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN","S","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN","S","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN","S","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN2","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN2","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN2","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN2","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN2","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN2","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN2","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN2","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN2","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN3","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN3","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN3","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN3","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN3","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN3","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN3","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN3","S","M","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN3","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN3","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN3","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN4","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN4","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN4","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN4","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN5","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN5","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN5","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN5","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN5","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN5","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN5","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN5","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN5","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN6","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN6","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN6","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN6","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN6","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIEQUN6","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN6","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN6","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUN6","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS","N","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS","N","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS","N","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS","S","M","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS2","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS3","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS3","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS3","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS3","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS5","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS5","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS6","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIEQUS6","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIFAI7","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFAI9","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFAR9","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFAR9","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFBI7","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFBI8","N","M","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFBI8","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFBI8","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFBI8","N","R","NFOSI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFBR7","N","M","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFBR7","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFBR7","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFBR7","N","R","NFOSI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFC","N","M","SI",,"CAMS","FACE VALUE CONVERSION","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFC","N","M","SI",,"CAMS_REVERSAL","FACE VALUE CONVERSION","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFC","N","N","SI",,"CAMS","FACE VALUE CONVERSION","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFC","N","N","SI",,"CAMS_REVERSAL","FACE VALUE CONVERSION","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFC","N","R","SI",,"CAMS_REVERSAL","FACE VALUE CONVERSION","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFCI8","N","M","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFCI8","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFCI8","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFCI8","N","R","NFOSI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFCR8","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFDI7","N","M","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFDI7","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFDI9","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFDR7","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFDR7","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFDR7","N","R","NFOSI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFDR9","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFEI8","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFEI9","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFER8","N","N",,,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFER8","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFER9","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFFI8","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFFI9","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFFI9","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFFR8","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFFR8","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFFR9","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFH","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFH2","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHA3","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHA5","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHA6","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHB2","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHB3","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHB5","N","M","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHB5","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHB5","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHB5","N","R","NFOSI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHB6","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHC","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHC2","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHC3","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHC5","N","M","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHC5","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHC5","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHC5","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHC5","N","R","NFOSI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHC6","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHD3","N","M",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHD3","N","M","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHD3","N","M","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHD3","N","N",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHD3","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHD3","N","R",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHD3","N","R","NFOSI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHD3","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHD5","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHD5","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHE5","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHE6","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHF3","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHG3","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHG5","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHG6","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHH6","N","M","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHH6","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHH6","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFHH6","N","R","NFOSI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFM26A","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFM26A","N","N","NFOSI",,"CAMS_REVERSAL","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFM26A","N","R","NFOSI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFM26C","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFM27A","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFM27B","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFM28A","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFM28B","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFM28C","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFM29A","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFM29B","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFM29C","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIFM30A","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
