"transaction_code","trxn_subtype_code","trxn_status","trxn_type_flag","collection_bank_code","trxn_table","transaction_mode","transaction_type","transaction_group","sales","aum"
"P2INFL","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","N","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","N","N",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","N","N",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","N","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","M",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","M",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","N",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","N",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFL","S","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFLC","N","M","AP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLC","N","M","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLC","N","M",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLC","N","M",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLC","N","N","AP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLC","N","N","AP",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLC","N","N","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLC","N","N","FP",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLC","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLC","N","N",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLC","N","R","AP",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLC","N","R","FP",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLC","N","R",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLC","S","N",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFLC","S","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFLF","N","M","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLF","N","N","AP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLF","N","N","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLS","N","M","AP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLS","N","M","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLS","N","M",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLS","N","M",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLS","N","N","AP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLS","N","N","AP",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLS","N","N","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLS","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLS","N","N",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLS","N","R","AP",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLS","N","R",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLX","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2INFLX","N","M",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFLX","N","R",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFMP","N","M","AP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2INFMP","N","N","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2IPC","N","N","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2IPN","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2IPN","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2IPN","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2IPN","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2IPN","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2IPN","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2IPN","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2IPN","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2IPS","N","N","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2IS","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2IS","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2IS","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2IS","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2IS","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2L","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2L","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2L","N","M",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2LS","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2LS","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2LS","N","M",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2LS","N","M",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2LS","N","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","E","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","E","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","N","AP","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","N","AP","BSEDPRIA-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","N","AP","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","N","AP","NSEDP-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","N","AP","NSEDPRIA-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","N","FP","BSEDP-B","CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","R","AP","NSEDP-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MF","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MGRSF","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MGRSF","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MGRSF","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MGRSF","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2MGRSF","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MIG","N","N",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2MIG","N","N",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2MIG","N","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2MPL1","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MPL1","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MPL1","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MPL1","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MPL1","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MPL1","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MPL1","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MPL1F","N","N","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2MPL1S","N","M","AP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2MPL1S","N","N","AP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2MPL1S","N","N","AP",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2MPL1S","N","R","AP",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2MPL2","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","E","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","E","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","E","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","N","AP","BSEDP-B","CAMS","NSEDP-B","PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","N","AP","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","N","AP",,"CAMS","NSEDP-B","ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","N","AP",,"CAMS_REVERSAL","NSEDP-B","ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","N","AP","NSEDP-B","CAMS","NSEDP-B","PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","N","AP","NSEDP-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","N","AP","NSEDPRIA-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","N","FP","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","N","FP","NSEDP-B","CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","R","AP","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","R","AP","NSEDP-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","N","R","FP","NSEDP-B","CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","S","N","FPS",,"CAMS","FULL","FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2MTC","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","E","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","E","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","E","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","E","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","N","AP","BSEDP-B","CAMS","NSEDP-B","PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","N","AP","BSEDPRIA-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","N","AP","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","N","AP",,"CAMS","NSEDP-B","ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","N","AP",,"CAMS_REVERSAL","NSEDP-B","ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","N","AP","NSEDP-B","CAMS","NSEDP-B","PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","N","AP","NSEDP-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","N","AP","NSEDPRIA-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","N","FP","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","N","FP","NSEDP-B","CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","R","AP","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","R","AP","NSEDP-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","N","R","FP","NSEDP-B","CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","S","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NELW","S","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","E","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","N","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","N","N","AP","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","N","N","AP","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NL","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NS","E","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NS","E","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NS","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NS","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NS","N","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NS","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NS","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NS","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2NS","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2NS","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","N","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","N","N","AP","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","N","N","AP","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2OWN","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PA","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PA","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PA","N","N",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PA","N","N",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PA","N","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFH","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFH","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFH","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFH","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFH","N","N",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFH","N","N",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFH","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFH","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFH","N","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFHC","N","N","AP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
